"Number of pupils in each class at individual national school level, 2011/2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: The data contained in this sheet is sourced from the 2011/2012 Census of Primary Schools and refers to pupils in mainstream classes only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Class No. 1,Class No. 2,Class No. 3,Class No. 4,Class No. 5,Class No. 6,Class No. 7,Class No. 8,Class No. 9,Class No. 10,Class No. 11,Class No. 12,Class No. 13,Class No. 14,Class No. 15,Class No. 16,Class No. 17,Class No. 18,Class No. 19,Class No. 20,Class No. 21,Class No. 22,Class No. 23,Class No. 24,Class No. 25,Class No. 26,Class No. 27,Class No. 28,Class No. 29,Class No. 30,Class No. 31,Class No. 32,Class No. 33,Class No. 34,Class No. 35
COUNTY,RollNo,SCHOOL,ADDRESS1,ADDRESS2,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils,No Pupils
LIMERICK COUNTY,20148U,GAELSCOIL CHALADH AN TREOIGH,CHALADH AN TREOIGH,LUIMNEACH,31,29,28,31,31,25,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMERICK COUNTY,20175A,LIMERICK CITY EAST EDUCATE TOGETHER,Mungret College,Mungret,22,20,20,29,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMERICK COUNTY,20193C,SCOIL MOCHEALLÓG,KILMALLOCK,CO LIMERICK,25,23,24,22,17,25,33,32,30,22,28,,,,,,,,,,,,,,,,,,,,,,,,
LIMERICK COUNTY,20233L,SCOIL CHAITRÍONA,CAPPAMORE,CO LIMERICK,25,12,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,00856M,SCOIL NAOMH MICHEAL,LONGFORD,CO LONGFORD,30,16,21,20,24,19,16,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,00860D,FORGNEY N S,MOYVORE,CO WESTMEATH,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,05115S,S N AN LEANA MOR,AN LEANA MOR,CO LONGFORD,23,,,25,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,07518E,S N CNOC AN MHARCAIGH,CNOC AN MHARCAIGH,LONGFORD,28,29,30,25,31,26,28,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,10223C,TASHINNY N S,TASHINNY,COLEHILL,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,12136R,SCOIL BHRÍDE,GLEN,EDGEWORTHSTOWN,19,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,12683A,LONGFORD MIXED N S,BATTERY RD,LONGFORD,15,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,12736S,NAOMH GUASACHTA N S,BUNLAHY,BALLINALEE,20,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,12813K,ST COLUMBAS MXD N S,CLOONAGH,DRING,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,13313S,"St. John's National School,",Ballinalee Road,EDGEWORTHSTOWN,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,13320P,FERMOYLE MIXED N S,FERMOYLE,LANESBORO,25,22,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,13752V,NAOMH PADRAIG N S,MUCKERSTAFF,COOLARTY,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,14049J,WHITEHALL N S,TARMONBARRY,LONGFORD,27,,23,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,14300O,KILLASONNA MIXED N S,KILLASONNA,GRANARD,18,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,14386E,STONEPARK N S,STONEPARK,LONGFORD,32,26,31,32,32,29,32,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,14650S,CLOONTAGH MIXED N S,CLOONTAGH,KILLASHEE,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,14672F,COLEHILL MIXED N S,COLEHILL,LONGFORD,24,25,25,19,19,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,15122V,ST BERNARDS MIXED N S,ABBEYLARA,LONGFORD,16,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,15154L,NAOMH DOMINIC N S,CAONACH,LONGPHORT,24,20,27,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,16665S,ST MARYS MIXED N S,DRUMLISH,LONGFORD,21,33,35,20,29,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,17561L,SAMHTHANN N S,BALLINALEE,LONGFORD,20,22,23,33,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,17644P,SCOIL MHUIRE,AUGHNAGARRON,GRANARD,29,21,18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,17724N,BAILE AN CLOCHAIN N S,BALLYCLOGHAN,CARRAIG BHUIDHE,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,18178R,ST JOSEPHS CONVENT,LONGFORD,CO LONGFORD,20,21,21,19,19,21,16,17,16,17,17,18,23,23,19,20,19,19,21,,,,,,,,,,,,,,,,
LONGFORD,18258P,NAOMH EARNAIN N S,KILASHEE,LONGFORD,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,18259R,Lanesborough Primary School,Scoil Mhuire gan Smál,Lanesborough,22,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,18733T,S N MHUIRE,CLUAIN DE RATH,CO LONGPHORT,19,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,19171I,S N NAOMH MHUIRE,BAILE NUA AN CHAISIL,CO LONGPHORT,28,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,19279F,S N NAOMH TREASA,CLONTUMPHER,BALLINALEE,19,21,19,18,34,29,30,31,30,30,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,19296F,S N NAOMH COLMCILLE,AUGHNACLIFFE,CO LONGFORD,18,30,28,26,28,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,19353O,ST PATRICKS NS LONGFORD,DROMARD,MOYNE,25,28,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,19467G,SAINT MELS,SAINT MELS,ARDAGH,31,25,24,30,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,19753H,ST EMERS,ST EMERS,TEMPLEMICHAEL,26,25,25,30,29,28,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,19975C,ST PATRICKS,BALLINAMUCK,CO LONGFORD,27,25,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,19987J,SCOIL MHUIRE N S,NEWTOWNFORBES,CO LONGFORD,27,26,30,27,30,31,26,30,30,30,35,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,20083S,GAELSCOIL AN LONGFOIRT,FEARANN UÍ DHUAGÁIN,LONGFORT,31,27,23,21,32,24,27,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,20101R,THE SACRED HEART PRIMARY N.S.,GRANARD,CO LONGFORD,24,26,19,23,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,20124G,ST MARYSN.S,EDGEWORTHSTOWN,EDGEWORTHSTOWN,18,19,19,30,30,30,30,29,29,29,29,29,29,29,30,26,26,,,,,,,,,,,,,,,,,,
LONGFORD,20128O,ST MATTHEWS MIXED N.S,BALLYMAHON,CO LONGFORD,25,22,23,27,27,33,29,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,00851C,PRESENTATION CONVENT,BALLYMAKENNY ROAD,DROGHEDA,22,26,25,25,29,28,30,30,31,29,26,22,25,25,,,,,,,,,,,,,,,,,,,,,
LOUTH,01434O,S N COLUMCILLE,TULLYDONNELL,TOGHER,22,18,25,25,23,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,01553W,LOUTH MIXED N S,LOUTH,DUNDALK,29,30,25,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,01554B,BAILE AN PHUSTA N S,SMARMORE,DROGHEDA,27,28,29,30,31,26,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,02322I,ST OLIVERS NS,CARLINGFORD,CO LOUTH,25,30,27,31,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,02745N,TALLONSTOWN N S,TALLONSTOWN,DUNDALK,32,31,28,26,26,30,24,22,25,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,02793B,S N MULLACH BUI,MULLACH BUI,RIVERSTOWN DUNDALK,19,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,03787L,WALSHESTOWN N S,WALSHESTOWN,CLOGHERHEAD DROGHEDA,26,24,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,06576N,DROMIN N S,DROMIN,DUNLEER,26,25,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,08052M,SCOIL MHUIRE FATIMA,DUBLIN ROAD,DROGHEDA,29,30,22,22,27,28,26,27,23,27,27,25,28,28,29,,,,,,,,,,,,,,,,,,,,
LOUTH,11072M,S N NAOMH PEADAR,BOLTON STREET,DROGHEDA,21,24,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,13670T,DULARGY MIXED N S,DULARGY,RAVENSDALE DUNDALK,28,30,31,29,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,14069P,DUN DEALGAN N S,JOCELYN STREET,DUNDALK,22,26,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,14207B,SN CHILL SARAIN,CHILL SARAIN,BAILE AN GHEARLANAIGH,22,27,26,24,23,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,14252G,CALLYSTOWN MIXED N S,CALLYSTOWN,CLOGHERHEAD DROGHEDA,17,18,28,29,28,28,30,22,21,30,27,28,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,14578N,SCOIL NAOMH FAINCHE,COLLAN,CO LOUTH,31,26,25,26,26,24,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,14651U,CASTLETOWN RD CONVENT,CASTLETOWN RD,DUNDALK,22,17,17,23,14,14,18,17,26,24,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,15101N,KNOCKBRIDGE MIXED N S,KNOCKBRIDGE,DUNDALK,19,20,28,26,25,30,30,29,26,26,28,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,15259C,S N N MAOLMHAODHAGH C,DUNDALK,CO LOUTH,22,20,29,29,23,24,29,29,29,31,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,15260K,S N N MAOLMHAODHAGH N,DUNDALK,CO LOUTH,30,29,29,29,27,28,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,15285D,SC NA GCREAGACHA DUBHA,BLACKROCK,DUNDALK,21,23,27,27,22,22,29,28,28,28,31,30,29,28,24,28,,,,,,,,,,,,,,,,,,,
LOUTH,16208N,Scoil Náisíunta Naomh Feichín,TERMONFECKIN,DROGHEDA,26,21,20,19,19,34,31,24,25,35,34,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,16249E,BELLURGAN N S,BELLURGAN,RAVENSDALE DUNDALK,34,31,21,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,16431Q,S N OILIBEAR BEANNAITHE,STONETOWN LUBHADH,DUNDALK,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,16469S,ST NICHOLAS MONASTERY NS,PHILIP STREET,DUNDALK,18,20,15,13,17,14,29,29,22,22,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,16749B,KILCURLEY MIXED N S,KILCURLEY,DUNDALK,26,26,23,26,33,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,16760M,DROMISKIN MIXED N S,DROMISKIN,CO LOUTH,30,29,32,27,20,32,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,17059E,SCOIL NA MBRAITHRE SN,GEATA AN DOMHNAIGH,DROICHEAD ATHA,23,25,25,25,25,25,24,27,27,25,28,26,23,24,23,24,,,,,,,,,,,,,,,,,,,
LOUTH,17124M,ARDEE MONASTERY,ARDEE,CO LOUTH,35,35,35,19,23,28,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,17195M,C.B.S. PRIMARY,CHAPEL STREET,DUNDALK,26,27,24,25,24,24,25,25,27,24,25,23,29,29,31,,,,,,,,,,,,,,,,,,,,
LOUTH,17315T,SCOIL DAIRBHRE MIXED,READYPENNY,DUNDALK,21,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,17550G,SCOIL FHURSA,HAGGARDSTOWN,DUNDALK,20,19,24,25,23,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,17726R,S N TULACH ALUINN,TULLYALLEN,DROGHEDA,26,25,29,28,31,32,32,29,30,27,21,20,33,,,,,,,,,,,,,,,,,,,,,,
LOUTH,17865I,S N NAOMH MUIRE B,ASCAL NA COMHDHALA,DROICHEAD ATHA,21,23,24,21,21,19,22,23,25,33,33,29,25,32,34,31,32,33,34,,,,,,,,,,,,,,,,
LOUTH,17949O,S N PADRAIG NAOFA B,BOTHAR BRUGHA,DROGHEDA,23,22,22,24,27,28,27,27,26,26,29,27,29,27,27,,,,,,,,,,,,,,,,,,,,
LOUTH,17952D,S N NAOMH FHIONAIN,DILLONSTOWN,DUNLEER,31,23,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,17965M,S N BHRIDE,ARD ACHAIDH,OMEATH,25,31,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18001B,S N NAOMH LORCAN,OMEATH,DUNDALK,20,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18019U,S N CHAOIMHIN NAOFA,PHILIPSTOWN,DUNLEER,26,28,25,24,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18034Q,S N MHUIRE,MUCHGRANGE,GRIANPHORT DUN DEALGAN,35,30,19,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18045V,S N MUIRE GAN SMAL,CARTOWN,TERMONFECKIN DROGHEDA,37,26,27,24,30,29,24,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18069M,NAOMH SEOSAMH,MELL,DROGHEDA,25,25,30,27,28,34,25,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18098T,S N BHRIDE C,BOTHAR BRUGHA,DROGHEDA,29,29,29,27,28,28,25,23,24,22,24,26,27,25,,,,,,,,,,,,,,,,,,,,,
LOUTH,18099V,S N MUIRE NA TROCAIRE,ARDEE,CO LOUTH,16,16,33,18,18,28,33,24,33,31,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18101F,S N MUIRE,PAIRC NA RIAN,JENKINSTOWN DUNDALK,27,26,22,30,30,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18126V,S N SAN NIOCLAS,TIGH BANAN,CASTLEBELLINGHAM,30,19,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18148I,SCOIL BHRIDE MIXED N S,LANN LEIRE,CO LOUTH,22,22,28,25,25,24,23,35,34,30,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18186Q,SCOIL PHADRAIG NAOFA,KILCURRY,DUNDALK,31,28,24,30,20,22,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18312S,S N TALAMH NA MANACH,TALAMH NA MANACH,CARLINGFORD,33,23,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18347O,S N SAN NIOCLAS,NICHOLAS ST,DUNDALK,21,21,21,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18382Q,SCOIL BHRIDE,SIOLACH,HACKBALSCROSS DUNDALK,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18391R,S N BRIGHDE,FOCHAIRD,MOUNTPLEASANT DUNDALK,21,24,,31,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18471P,S N RATH CORR,RIVERSTOWN,DUNDALK,17,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18504E,S N N MAOLMHAODHAGH B,DUNDALK,CO LOUTH,27,29,30,32,32,32,31,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,18635T,S N TIGH AN IUBHAIR,TIGH AN IUBHAIR,DROGHEDA,30,25,26,29,33,33,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,19215C,S N ARD MHUIRE C,BALLSGROVE,DROGHEDA,16,15,17,20,22,20,19,18,19,19,19,19,19,25,25,23,21,27,28,,,,,,,,,,,,,,,,
LOUTH,19223B,S N PADRAIG,BAILE UI IR,MAINISTIR BHUITHE,31,31,24,21,25,26,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,19246N,S N AN TSLANAITHEORA B,ARD EASMUINN,DUNDALK,11,15,18,23,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,19247P,S N AN TSLANAITHEORA C,ARD EASMUINN,DUN DEALGAN,16,19,21,15,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,19479N,RATHMULLAN N S,RATHMULLEN,DROGHEDA,19,19,18,19,17,18,19,20,19,20,20,20,20,20,20,20,15,20,20,20,20,19,,,,,,,,,,,,,
LOUTH,19598V,MUIRE NA NGAEL NS,BAY ESTATE,DUNDALK,29,27,30,28,26,24,22,26,22,25,23,27,27,29,29,33,32,31,31,31,30,24,25,26,,,,,,,,,,,
LOUTH,19673J,ST JOSEPHS N S,AVENUE ROAD,DUNDALK,20,30,27,18,18,17,29,30,17,18,27,19,20,20,30,18,20,29,18,,,,,,,,,,,,,,,,
LOUTH,19678T,ST PAULS SENIOR NS,RATHMULLEN,DROGHEDA,27,27,26,25,22,23,24,24,19,22,22,22,21,21,21,22,,,,,,,,,,,,,,,,,,,
LOUTH,19740V,S N AONGHUSA,GEATA AN DOMHNAIGH,DROICHEAD ATHA,29,27,26,27,26,22,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,19892V,GAELSCOIL DHUN DEALGAN,MUIRTHEIMHNE MOR,DUN DEALGAN,21,21,25,30,22,22,25,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,20146Q,LE CHEILE EDUCATE TOGETHER,MORNINGTON,DROGHEDA,29,26,29,29,29,28,29,29,28,29,29,29,29,29,26,28,,,,,,,,,,,,,,,,,,,
LOUTH,20163Q,S.N EOIN BAISTE,FATIMA,CASTLETOWN,23,16,20,23,26,21,23,19,17,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,20171P,ARDEE EDUCATE TOGETHER N.S,DUNDALK ROAD,ARDEE,20,30,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,20259G,St. Francis National School,C/o Parish Centre,Sandy Lane,21,22,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,20294I,Aston Village Educate Together Nati,Dunlin Street,Aston Village,20,20,31,26,24,24,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUTH,20339E,RÉALT NA MARA SCHOOL,MILL STREET,DUNDALK,15,16,15,14,16,15,23,25,17,19,16,27,26,23,20,24,26,24,24,,,,,,,,,,,,,,,,
LOUTH,20349H,SCOIL OILIBHÉIR NAOFA,C/O SHAMROCK LODGE/BOYNE RUGBY CLUB,BALLYMAKENNY ROAD,15,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,01676P,BALLINDINE B N S,BALLINDINE,CO MAYO,24,21,24,27,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,02912G,SCOIL NA GCOILLINI,MILIUC,BEAL ATHA NA MUICE,25,25,22,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,04796R,BRACKLOON N S,WESTPORT,CO MAYO,29,20,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,05120L,LEHINCH N S,HOLLYMOUNT,CO MAYO,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,05756K,BURRISCARRA N S,CARNACON,BALLYGLASS,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,06852L,GARRACLOON N S,BALLINA,CO MAYO,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,07054L,CULLENS N S,KNOCKDUFF,BEAL ATHA AN FHEADHA,26,24,24,27,29,29,26,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,07075T,S N NAOMH FEICHIN,AN CROIS,CLAREMORRIS,15,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,07374G,BALLINTUBBER N S,CLAREMORRIS,CO MAYO,23,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,08302J,HOLY TRINITY NATIONAL SCHOOL,NEWPORT ROAD,WESTPORT,19,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,09040K,NEWTOWNWHITE N S,BALLYSOKERRY,BALLINA,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,09658H,GLENISLAND N S,CASTLEBAR,CO MAYO,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,11725I,BEHEYMORE N S,BALLINA,CO MAYO,22,21,19,24,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,11834N,CLOONDAFF N S,NEWPORT,CO MAYO,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12173A,MEELICKMORE N S,CLAREMORRIS,CO MAYO,15,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12206M,S N NAOMH PADRAIG,CORRABHEAGAIN,KNOCKMORE,24,23,23,27,29,26,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12350T,S N NA HAILLE,BALLINROBE,CO MAYO,23,24,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12373I,S N EACHLEIME,BEAL AN ATHA,CO MHAIGH EO,14,18,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12467R,CRAGGAGH N S,KILTIMAGH,CO MAYO,20,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12568A,SN INBHEAR,BARR NA TRA,BEAL AN ATHA,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12569C,S N ROS DUMHACH,BEAL ATHA AN FHEADHA,CO MHAIGH EO,9,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12626L,SN COILL A TSIDHEAIN,TUAR MHIC EADAIGH,CO MHAIGH EO,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12792F,SAINT MICHAELS N S,CHURCH ROAD,ARDNAREE,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12808R,SHRAHEEN N S,"FAO: Gabriel O Laimhin, Principal",Cnoc Mhor,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12815O,CREGDUFF N S,BALLINROBE,CO MAYO,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12816Q,S N CEATHRU AN CHLOCHAR,BALLINROBE,CO MAYO,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12936D,CLOONLYON N S,CHARLESTOWN,CO MAYO,19,30,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,12938H,S N TAMHNIGHAN FHEADHA,CHARLESTOWN,CO MAYO,19,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13080V,KILMOVEE IN S,BALLAGHADEERREEN,CO ROSCOMMON,21,23,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13145A,S N NAOMH COLM CILLE,WESTPORT,CO MAYO,29,28,25,28,30,25,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13152U,ST JOSEPHS N S,DERRYWASH,CASTLEBAR,19,24,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13174H,ST COLUMBAS N.S.,INISHTURK,CO GALWAY,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13222P,SN GLEANN A CHAISIL,BUN NA HABHNA,BEAL AN ATHA,20,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13225V,CORMAIC NFA,GARRANARD P O,BALLINA,22,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13311O,ST PATRICKS NS,CLARE ISLAND,WESTPORT,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13383Q,S N AN TSRAITH,BUN NA HABHANN,BEAL AN ATHA,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13389F,SN AN TRIAN LAIR,BEAL ATHA NA MUICHE,CO MAYO,21,20,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13444K,S N BEAL ATHA NA HEIN,CASTLEBAR,CO MAYO,19,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13500R,MOUNT PLEASANT N S,BALLYGLASS,CLAREMORRIS,20,25,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13555T,S N FAITCHE,WESTPORT,CO MAYO,21,25,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13659I,BEACAN MIXED N S,BEKAN,CLAREMORRIS,25,31,21,20,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13667H,SN  MUINE CHONALLAIN,"BEAL AN ATHA,",CO MAYO,24,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13684H,BEANNCHOR N S,BANGOR,ERRIS,19,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYO,13758K,TEMPLEMARY N S,TEMPLEMARY NS,KILLALA,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
